1/1	16:34:15
1/1	16:39:15
1/1	16:44:15
1/1	16:49:15
1/1	16:54:15
1/1	16:59:15
1/1	17:04:15
1/1	17:09:15
1/1	17:14:15
1/1	17:19:15
1/1	17:24:15
1/1	17:29:15
1/1	17:34:15
1/1	17:39:15
0/1	17:44:15
0/0	17:49:15
1/1	17:54:15
1/1	17:59:15
1/1	18:04:15
1/1	18:09:15
1/1	18:14:15
1/1	18:19:15
0/1	18:28:13
0/0	18:33:13
0/0	18:38:13
0/0	18:43:13
0/0	18:48:13
0/0	18:53:13
0/0	18:58:13
0/0	19:03:13
0/0	19:08:13
0/0	19:13:13
0/0	19:18:13
0/0	19:23:13
0/0	19:28:13
0/0	19:33:13
0/0	19:38:13
0/0	19:43:13
0/0	19:48:13
0/0	19:53:13
0/0	19:58:13
0/0	20:03:13
0/0	20:08:13
0/0	20:13:13
0/0	20:18:13
0/0	20:23:13
0/0	20:28:13
0/0	20:33:13
0/0	20:38:13
0/0	20:43:13
0/0	20:48:13
0/0	20:53:13
0/0	20:58:13
0/0	21:03:13
0/0	21:08:13
0/0	21:13:13
0/0	21:18:13
0/0	21:23:13
0/0	21:28:13
0/0	21:33:13
0/0	21:38:13
0/0	21:43:13
0/0	21:48:13
0/0	21:53:13
0/0	21:58:13
0/0	22:03:13
0/0	22:08:13
0/0	22:13:13
0/0	22:18:13
0/0	22:23:13
0/0	22:28:13
0/0	22:33:13
0/0	22:38:13
0/0	22:43:13
0/0	22:48:13
0/0	22:53:13
0/0	22:58:13
0/0	23:03:13
0/0	23:08:13
0/0	23:13:13
0/0	23:18:13
0/0	23:23:13
0/0	23:28:13
0/0	23:33:13
0/0	23:38:13
0/0	23:43:13
0/0	23:48:13
0/0	23:53:13
0/0	23:58:13
