0/0	0:00:53
0/0	0:05:53
0/0	0:10:53
0/0	0:15:53
0/0	0:20:53
0/0	0:25:53
0/0	0:30:53
0/0	0:35:53
0/0	0:40:53
0/0	0:45:53
0/0	0:50:53
0/0	0:55:53
0/0	1:00:53
0/0	1:05:53
0/0	1:10:53
0/0	1:15:53
0/0	1:20:53
0/0	1:25:53
0/0	1:30:53
0/0	1:35:53
0/0	1:40:53
0/0	1:45:53
0/0	1:50:53
0/0	1:55:53
0/0	2:00:53
0/0	2:05:53
0/0	2:10:53
0/0	2:15:53
0/0	2:20:53
0/0	2:25:53
0/0	2:30:53
0/0	2:35:53
0/0	2:40:53
0/0	2:45:53
0/0	2:50:53
0/0	2:55:53
0/0	3:00:53
0/0	3:05:53
0/0	3:10:53
0/0	3:15:53
0/0	3:20:53
0/0	3:25:53
0/0	3:30:53
0/0	3:35:53
0/0	3:40:53
0/0	3:45:53
0/0	3:50:53
0/0	3:55:53
0/0	4:00:53
0/0	4:05:53
0/0	4:10:53
0/0	4:15:53
0/0	4:20:53
0/0	4:25:53
0/0	4:30:53
0/0	4:35:53
0/0	4:40:53
0/0	4:45:53
0/0	4:50:53
0/0	4:55:53
0/0	5:00:53
0/0	5:05:53
0/0	5:10:53
0/0	5:15:53
0/0	5:20:53
0/0	5:25:53
0/0	5:30:53
0/0	5:35:53
0/0	5:40:53
0/0	5:45:53
0/0	5:50:53
0/0	5:55:53
0/0	6:00:53
0/0	6:05:53
0/0	6:10:53
0/0	6:15:53
0/0	6:20:53
0/0	6:25:53
0/0	6:30:53
0/0	6:35:53
0/0	6:40:53
0/0	6:45:53
0/0	6:50:53
0/0	6:55:53
0/0	7:00:53
0/0	7:05:53
0/0	7:10:53
0/0	7:15:53
0/0	7:20:53
0/0	7:25:53
0/0	7:30:53
0/0	7:35:53
0/0	7:40:53
0/0	7:45:53
0/0	7:50:53
0/0	7:55:53
0/0	8:00:53
0/0	8:05:53
0/0	8:10:53
0/0	8:15:53
0/0	8:20:53
0/0	8:25:53
0/0	8:30:53
0/0	8:35:53
0/0	8:40:53
0/0	8:45:53
0/0	8:50:53
0/0	8:55:53
0/0	9:00:53
0/0	9:05:53
0/0	9:10:53
0/0	9:15:53
0/0	9:20:53
1/1	10:57:33
1/1	11:02:33
1/1	11:07:33
1/1	11:12:33
1/1	11:17:33
1/1	11:22:33
1/1	11:27:34
1/1	11:32:33
1/1	11:37:33
1/1	11:42:33
1/1	11:47:33
1/1	14:25:44
1/1	14:30:44
1/1	14:35:44
1/1	14:40:44
1/1	14:45:44
1/1	14:50:44
0/1	14:55:44
1/1	15:00:44
1/1	15:07:18
1/1	15:12:18
1/1	15:17:18
1/1	15:24:01
1/1	15:29:01
1/1	15:34:01
1/1	15:39:01
1/1	15:44:01
1/1	15:49:01
1/1	15:54:01
1/1	15:59:01
1/1	16:04:01
1/1	16:09:01
1/1	16:14:01
1/1	16:19:01
1/1	16:24:01
1/1	16:29:01
1/1	16:34:01
1/1	16:39:01
1/1	16:44:01
1/1	16:49:01
