1	1	-1	-1	2650	0	0	15	0	1	100	0	200	40	50	0	0	0	0	0	0	1	0	1	0	1	域外天书
2	1	-1	-1	2665	0	0	15	0	1	100	0	200	30	20	0	0	0	0	0	0	1	0	1	0	1	域外天书2
3	1	-1	-1	2680	0	0	15	0	1	100	0	200	30	50	0	0	0	0	0	0	1	0	1	0	1	域外天书3
4	1	-1	-1	2695	0	0	15	0	1	100	0	200	30	30	0	0	0	0	0	0	1	0	1	0	1	域外天书4
5	1	-1	-1	2710	0	0	15	0	1	100	0	200	-20	0	0	0	0	0	0	0	1	0	1	0	1	域外天书5
6	1	-1	-1	2725	0	0	15	0	1	100	0	200	20	20	0	0	0	0	0	0	1	0	1	0	1	域外天书6
7	1	-1	-1	2740	0	0	15	0	1	100	0	200	10	10	0	0	0	0	0	0	1	0	1	0	1	域外天书7
8	1	-1	-1	2755	0	0	15	0	1	100	0	200	-10	-20	0	0	0	0	0	0	1	0	1	0	1	域外天书8
9	1	-1	-1	2770	0	0	15	0	1	100	0	200	0	0	0	0	0	0	0	0	1	0	1	0	1	域外天书9
10	1	-1	-1	2785	0	0	15	0	1	100	0	200	0	0	0	0	0	0	0	0	1	0	1	0	1	域外天书10
11	1	-1	1	2920	0	2920	26	0	26	100	0	100	-15	-12	0	0	20	20	1	1	1	0	0	0	1	特殊武器11
12	1	-1	1	2890	0	2890	26	0	26	100	0	100	-15	-12	0	0	20	20	1	1	1	0	0	0	1	超级武器12
13	1	-1	1	2950	0	2950	26	0	26	100	0	200	20	17	0	0	22	22	1	1	1	0	0	0	1	首饰类13
14	1	-1	1	3070	0	3070	10	0	10	100	0	200	28	25	0	0	10	10	0	1	1	0	0	0	1	专属14
15	1	-1	1	3080	0	3080	10	0	10	100	0	100	-47	47	0	0	-5	-5	0	1	1	0	0	0	1	15
16	1	-1	1	3090	0	3090	10	0	10	100	0	200	-47	35	0	0	0	0	0	0	1	0	0	0	1	16
17	1	-1	1	3100	0	3100	10	0	10	100	0	100	2	0	0	0	-5	-5	0	1	1	0	0	0	1	17
18	1	-1	1	2980	0	2980	10	0	10	100	0	100	2	0	0	0	-5	-5	0	1	1	0	0	0	1	18
19	1	-1	1	2990	0	2990	10	0	10	200	0	200	2	0	0	0	-5	-5	0	1	1	0	0	0	1	19
20	1	-1	1	3000	0	3000	10	0	10	200	0	200	2	0	0	0	-5	-5	0	1	1	0	0	0	1	20
21	1	-1	1	3020	0	3020	10	0	10	200	0	200	2	0	0	0	-5	-5	0	1	1	0	0	0	1	21
22	1	-1	1	3030	0	3030	10	0	10	200	0	200	2	0	0	0	-5	-5	0	1	1	0	0	0	1	22
23	1	-1	1	3040	0	3040	10	0	10	200	0	200	2	0	0	0	-5	-5	0	1	1	0	0	0	1	23
24	1	-1	1	3110	0	3110	10	0	10	200	0	200	0	0	0	0	0	0	0	1	1	0	0	0	1	24
25	1	-1	1	3120	0	3120	10	0	10	200	0	200	0	0	0	0	0	0	0	1	1	0	0	0	1	25
26	1	-1	1	3130	0	3130	10	0	10	200	0	200	0	0	0	0	0	0	0	1	1	0	0	0	1	26
27	1	-1	1	3140	0	3140	10	0	10	200	0	200	-37	-8	0	0	0	0	0	1	1	0	0	0	1	27
28	1	-1	1	3150	0	3150	10	0	10	200	0	200	-37	-8	0	0	0	0	0	1	1	0	0	0	1	28
29	1	-1	1	3160	0	3160	10	0	10	200	0	200	-37	-8	0	0	0	0	0	1	1	0	0	0	1	29
30	1	-1	1	3170	0	3170	10	0	10	200	0	200	-37	-8	0	0	0	0	0	1	1	0	0	0	1	30
31	1	-1	1	3180	0	3180	10	0	10	200	0	200	-37	-8	0	0	0	0	0	1	1	0	0	0	1	31
32	1	-1	1	3190	0	3190	10	0	10	200	0	200	-37	-8	0	0	0	0	0	1	1	0	0	0	1	32
39	1	-1	1	4110	0	2920	26	0	26	200	0	200	-23	-71	0	0	20	20	0	1	0	0	1	0	0	时装第八特效
